id,is_iceberg
5941774d,0.4071904122829437
4023181e,0.6972364783287048
b20200e4,0.2497640699148178
e7f018bb,0.9823926091194153
4371c8c3,0.46149036288261414
a8d9b1fd,0.4886258840560913
29e7727e,0.028864536434412003
92a51ffb,0.9926894307136536
c769ac97,0.04133249446749687
aee0547d,0.0031794975511729717
565b28ac,0.05072890967130661
e04e9775,0.84734708070755
8e8161d1,0.025386082008481026
4cf4d256,0.49521294236183167
139e5324,0.544181764125824
f156976f,0.019330259412527084
68a117cc,0.3131720721721649
d9aa7a56,0.4101206064224243
9005b143,0.3678063750267029
5f6d3988,0.8920761942863464
9ad70954,0.038383614271879196
b9087b9e,0.33386853337287903
a39a1427,0.5298094153404236
82fbe8ed,0.04028545320034027
1fae4879,0.05930689349770546
6dd8f13d,0.010026110336184502
bbad5958,0.13652807474136353
54527583,0.3485443592071533
be8fa29c,0.22632300853729248
81a3328f,0.9795153737068176
1a3c0ab3,0.12424100935459137
4deeeb8b,0.3967956006526947
ac6d5632,0.5082946419715881
472dadb5,0.5356806516647339
96093f95,0.9916836023330688
f5b4e3df,0.9833194613456726
e01a3c92,0.06955838948488235
001680af,0.43176621198654175
8e639f33,0.3972266614437103
a2c16612,0.9208919405937195
a6d76474,0.08181846141815186
19c47684,0.38964763283729553
015827b6,0.23804087936878204
7df7f7ce,0.2545401453971863
0bbf1a3f,0.5413212180137634
636cfbb7,0.48380985856056213
7370030a,0.9982535243034363
43aa97ad,0.10296136885881424
ba2b5e63,0.9452140927314758
dfdd335b,0.5145877599716187
e79b13dc,0.1937347799539566
dc32b195,0.6868659853935242
6d868590,0.8602094650268555
75fa59aa,0.4896404445171356
ffe50836,0.5202603340148926
a7bfd784,0.954132616519928
b3d569e3,0.10217135399580002
6c538c5b,0.0815395712852478
5c7c15f4,0.33947646617889404
0b745139,0.5405189990997314
fd14608e,0.40790584683418274
f0bc8305,0.22841329872608185
a10ccb28,0.9840412139892578
543304c7,0.415039598941803
6c3a4078,0.024105751886963844
9b73cc75,0.34909898042678833
5c6c71b1,0.28971850872039795
09ee9186,0.6891579627990723
207c35cf,0.5099847316741943
153c813e,0.3766372501850128
5605d58b,0.7057442665100098
642ca396,0.03723640367388725
d32d72c0,0.501366913318634
16646a17,0.9800893068313599
384074af,0.609921932220459
69bf1e8c,0.5603747367858887
9e90a054,0.6145995855331421
89dbe7f7,0.9877628684043884
dbd27d22,0.6102550029754639
a2ea1561,0.47398942708969116
d63402af,0.37980222702026367
1ac8bb92,0.9721882343292236
8beffca5,0.3475901782512665
46741f3e,0.1378803551197052
e5ee6aa7,0.12352621555328369
5ecd892b,0.3904997706413269
69892166,0.4570940434932709
2f725a81,0.7643148899078369
810abfe4,0.10375718027353287
e6f973e6,0.4177951514720917
c60a5c46,0.3804197311401367
c42b9e08,0.721574604511261
c3f00c23,0.5560070276260376
5307fdb8,0.9917660355567932
3e4f005e,0.03748283162713051
4a4cc2e0,0.8034046292304993
9bdd88d1,0.008105632849037647
0d832bed,0.024775221943855286
14a134fa,0.3330828547477722
78a41676,0.1355883926153183
0bd4658e,0.3109654486179352
4a311bb0,0.45668283104896545
f939c817,0.35542839765548706
956adc4d,0.8820273280143738
f8a119f5,0.5828018188476562
61faa1ad,0.4728732109069824
6725eb3e,0.41780462861061096
17b3a8fd,0.17206403613090515
49a88dfc,0.05075054615736008
2d6ec645,0.5523451566696167
0d4d77ba,0.36331912875175476
3ee672a2,0.9832058548927307
