id,is_iceberg
5941774d,0.025395896285772324
4023181e,0.9987849593162537
b20200e4,0.9999675750732422
e7f018bb,0.9994097948074341
4371c8c3,0.9999723434448242
a8d9b1fd,0.8679458498954773
29e7727e,0.04806060343980789
92a51ffb,0.9999942779541016
c769ac97,0.0010129184229299426
aee0547d,6.195447349455208e-05
565b28ac,0.002516519045457244
e04e9775,0.7183259725570679
8e8161d1,0.00020164705347269773
4cf4d256,0.99284428358078
139e5324,0.1994609534740448
f156976f,0.2210010588169098
68a117cc,0.9800728559494019
d9aa7a56,1.0
9005b143,0.9981694221496582
5f6d3988,0.31580156087875366
9ad70954,0.9981688261032104
b9087b9e,0.7511764764785767
a39a1427,0.9998302459716797
82fbe8ed,0.19037221372127533
1fae4879,0.014744522981345654
6dd8f13d,0.055787451565265656
bbad5958,0.029986340552568436
54527583,0.9975919723510742
be8fa29c,0.9908201098442078
81a3328f,0.8978059887886047
1a3c0ab3,0.00022615495254285634
4deeeb8b,0.9993359446525574
ac6d5632,1.0
472dadb5,0.019652510061860085
96093f95,0.49876999855041504
f5b4e3df,0.9863926768302917
e01a3c92,0.4388420581817627
001680af,0.22015970945358276
8e639f33,0.9812766313552856
a2c16612,0.4933544397354126
a6d76474,0.9984148740768433
19c47684,0.9994750618934631
015827b6,0.01738150231540203
7df7f7ce,0.9360666275024414
0bbf1a3f,0.9334328770637512
636cfbb7,0.9459711313247681
7370030a,0.8362820148468018
43aa97ad,0.9990173578262329
ba2b5e63,0.9999938011169434
dfdd335b,0.7976279854774475
e79b13dc,0.377697616815567
dc32b195,0.999891996383667
6d868590,0.15373456478118896
75fa59aa,0.6787610054016113
ffe50836,0.7050808072090149
a7bfd784,0.9986916184425354
b3d569e3,0.08549604564905167
6c538c5b,0.15477603673934937
5c7c15f4,0.9458290338516235
0b745139,0.9741681814193726
fd14608e,0.9999998807907104
f0bc8305,0.9999866485595703
a10ccb28,0.9999608993530273
543304c7,0.9707812070846558
6c3a4078,0.023625798523426056
9b73cc75,0.9769988656044006
5c6c71b1,0.0003256788768339902
09ee9186,0.9999979734420776
207c35cf,0.9997931122779846
153c813e,0.9999432563781738
5605d58b,0.9999805688858032
642ca396,0.5223336219787598
d32d72c0,0.997250497341156
16646a17,0.7201579809188843
384074af,0.9967832565307617
69bf1e8c,0.8221549391746521
9e90a054,0.9999995231628418
89dbe7f7,0.9983276724815369
dbd27d22,0.9876965880393982
a2ea1561,0.05137642100453377
d63402af,0.9975571632385254
1ac8bb92,0.08948946744203568
8beffca5,0.9989262223243713
46741f3e,0.9999918937683105
e5ee6aa7,0.6149885058403015
5ecd892b,0.9751887917518616
69892166,0.779255747795105
2f725a81,0.9942413568496704
810abfe4,0.9917898178100586
e6f973e6,0.9621887803077698
c60a5c46,0.9082460999488831
c42b9e08,0.9918252229690552
c3f00c23,0.9999910593032837
5307fdb8,0.8448638319969177
3e4f005e,0.05151304230093956
4a4cc2e0,0.24373774230480194
9bdd88d1,0.0004330475640017539
0d832bed,0.26671913266181946
14a134fa,0.9998683929443359
78a41676,0.9649003148078918
0bd4658e,0.9999849796295166
4a311bb0,0.8080478310585022
f939c817,0.9999997615814209
956adc4d,0.9999068975448608
f8a119f5,0.7678646445274353
61faa1ad,0.405076265335083
6725eb3e,0.9999436140060425
17b3a8fd,0.9905474781990051
49a88dfc,0.19584354758262634
2d6ec645,0.9600465297698975
0d4d77ba,0.999998927116394
3ee672a2,0.9906867146492004
738b41fd,0.34273040294647217
f7fb320d,0.9999998807907104
b42fad18,0.9009780287742615
4ab8b00a,0.9247612357139587
f7870f2b,0.019769888371229172
4978666a,1.0
f1b0d6c7,0.0009196746395900846
5642407f,0.11897776275873184
36d4ff92,0.9831548929214478
4139aba2,0.9668022990226746
7585ce58,0.9999891519546509
33e25984,0.9784114360809326
ac46f3c9,0.0016514755552634597
fc34a5b8,0.9908784031867981
85c36a8f,0.9999707937240601
b2d8a426,0.47764864563941956
13ec60d1,0.45920640230178833
9d440f42,0.9011695384979248
1c0a891e,0.9644374251365662
981c3bc3,0.9998621940612793
295604f4,0.5848051905632019
16ca16c3,0.9921632409095764
b4dda837,0.4666743278503418
